text,label
ive finding challenging use restroom going quite difficult aches i when i go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,9
the itching making hard sleep night i cant get rest i also lost appetite feel lethargic,3
i regularly feel sick eating puke entire meal i constantly get horrible acid reflux agony stomach discomfort,20
i energy lost appetite im feeling really sick dont know whats wrong also small red spots starting show skin,3
i noticed skin become sensitive used there silver like dusting skin especially back elbows,0
ive experiencing muscular weakness stiffness neck recently my joints swollen making difficult walk without becoming stiff walking also excruciatingly uncomfortable,10
i starting rashes arms neck the rash often bleeds hurts i scratch i also developed small dents nails strange,0
im really exhausted lacking energy i hardly keep eyes open day i mild fever dont feel like eating anything i think i lost appetite,3
recently muscles neck become tight weak its difficult run since joints older without getting tight the act walking also quite unpleasant,10
my muscles feeling really weak neck extremely tight i swollen joints find difficult move without becoming stiff it also really uncomfortable walk,10
i always feel exhausted tickle throat my skin also started feel dry i occasionally get ocular swelling,19
i need relieve regularly i cant seem get bladder empty on sometimes i get intense uncontrollable urges urinate along dark red urine,18
extreme itchiness nausea exhaustion bothering in addition i developed fever lost weight my pee black ive developed yellow rash the ache stomach also present,16
i plugged nose nasal congestion i occasionally stiffness chest discomfort night ive also lost ability smell taste,19
constipation soreness bowel motions bothering lately when i go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,9
a sour acidic taste mouth belching burping common i pressure fullness upper abdomen hours,22
i vomiting frequently lost appetite result there rashes skin eyes pain i sleep properly,5
i often feel sick eating puke entire meal i constantly get excruciating acid reflux severe stomach pain,20
ive back pain persistent cough weakness arms legs my neck hurts ive feeling offbalance woozy,15
my spirits incredibly low pee smells awful my kidney region hurts lot i cant seem hold urine i get unreasonable urges time,18
i feeling really sick i high fever headache i noticed rashes arms face i extremely worried today i observed red sores near nose,4
my skin extremely sensitive quickly irritated changes temperature humidity my nails developed dents i worried sudden change,0
i experiencing severe joint pain making day difficult i feel like vomiting time mild headache,5
i unintentionally lose weight find challenging gain back to relieve pain discomfort i feel i take antacids my mouth hurts severely right,22
ive recently suffering chills lethargy cough high temperature difficulties breathing ive sweating profusely generally feeling ill weak ive also quite thick black phlegm,8
i frequently feel want urinate frequently strong cravings i frequently feel woozy bewildered ive also sight loss,23
ive sneezing lot feeling really tired sick theres also lot gross stuff coming nose throat feels really scratchy and neck feels swollen,7
i believe i skin disease there rashes face small sores near nose the sores become red painful kind yellow ooze discharges,4
my skin rash gets worse winter air dry to keep skin moisturized i moisturize regularly use humidifiers i also facing joint pain,0
ive experiencing dizziness shakiness well loss attention span ability concentrate,13
i struggling acid reflux indigestion headaches well blurred distorted vision excessive hunger sore neck depression irritability visual disturbance these symptoms causing lot problems making difficult concentrate function normally,14
ive drinking water urinating frequently my throat mouth frequently feel dry recently hunger appetite grown,23
my nose feels quite clogged eyes constantly red runny in addition chest hurts ive lot breathing problems in addition muscles feel quite painful i cant smell anything,7
ive constipated really hard go bathroom when i go hurts stool bloody ive also pain butt anus really itchy irritated,9
along intense scratching chills nausea high fever ive also feeling really unwell along headache excessive sweating ive suffering severe muscle pain nausea,17
my vision foggy appears growing worse i feel exhausted worn time i also severe dizziness lightheadedness occasion,23
i work i started feeling headache chest pain dizziness its hard concentrate focus tasks since,13
ive observed skin sensitive used my skin silvery film especially back elbows,0
my throat frequently feels like burning especially eating additionally i occasionally get sour bitter aftertaste causes feel queasy,20
my body shaking trembling my senses taste smell gotten weaker i feel exhausted i occasionally palpitations rapid pulse,23
ive suffering severe itching body along fever headache the red spots starting swell getting really uncomfortable every day,3
i changes bowel movements constipation diarrhea i loss appetite energy often feel fatigued,22
my bloody stools caused lose iron bloos among things i anaemia i generally feel quite weak,22
im feeling really lightheaded dizzy i temperature my mind completely muddled heart racing i find difficult think clearly everything seems quite hazy,21
ive feeling really weak muscles neck really stiff my joints swelling hard move around walking really painful,10
my pee dark often bloody often unfathomable smell i temperature fluctuations pretty frequently often able sleep night,18
along losing appetite ive swallowing issues i sore throat nose running,19
my throat mouth dry ive also getting hungry i however occasionally feel rather exhausted,23
there severe nausea chest discomfort my chest aching lately im really nervous shiver lot time,21
i experiencing intense itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i also experiencing abdominal pain,16
ive developed skin rash several pusfilled pimples blackheads my skin also quite sensitive,11
i skin rash thats red inflamed spreading body ive experiencing intense itching especially arms legs,3
along chest pain dizziness ive headache seems like sharp pain forehead,13
i regularly experience intense urges want urinate i frequently feel drowsy lost ive also significantly lost vision,23
i skin rash thats red swollen spreading body i mild fever causing lot discomforts,3
ive feeling extremely scratchy sick worn in addition ive lost weight temperature my urine dark skin turned yellow additionally i experiencing stomach pain,16
i feeling excessively hungry even eating stiff neck,14
i feeling food acid backing throat i chest pain gets worse i lie i get frequent heartburn indigestion eating food vomit,20
i high fever chills severe itching along headache excessive sweating ive terrible nausea muscle ache,17
ive experiencing intense itching chills vomiting high fever im also sweating lot headache nausea muscle pain making feel miserable,17
i low temperatues foul smelling pee the area near kidneys hurt lot i cant seem hold pee i often get uncontrollable urges,18
i trouble breathing especially outside i start feel hot start sweat i frequently urinary tract infections yeast infections,23
ive high fever past days i dont know whats causing also i noticed rashes skin hard resist scratching,3
im dizzy nauseated shaky im trouble breathing since throat swollen on occasion throughout night chest hurts i feel sick,19
i frequent belching burping i chest pain often radiates back neck jaw arm i get feeling tightness pressure chest,20
ive feeling really weak muscles lately neck really stiff my joints swelling hard move around without feeling stiff walking really painful,10
ive also experiencing diarrhea constipation really worrying it feels like sharp stabbing pain belly area i feel tired time,2
ive suffering high fever past days sores forming around nose rashes different parts body the sores severe im feeling really uneasy days,4
i always feel exhausted bad taste mouth throat itches lot also heated painful muscles my entire body cramp times,19
ive high temperature vomiting chills intense itching i also headache perspiring lot im queasy muscles hurt lot,17
ive lot trouble keeping hydrated vomiting diarrhea there mild fever along constipation headache,2
im sweating profusely cant seem get enough air my throat filled lot mucus i dont feel good my heart pounding chest aches im coughing reddishcolored mucous,8
im lot trouble breathing really uneasy im feeling unwell perspiring lot my chest hurts i lot mucus throat my heart racing hue mucus im coughing,8
ive fever cough wont go away shortness breath in addition ive coughing lot thick mucoid saliva i feel quite worn weak,12
ive recently battling pretty itchy rash skin there pusfilled pimples blackheads my skin also scurring lot,11
i difficulty maintianing concentration low mental clarity i often forget things general difficulty remembering things,21
my stomach hurts i frequently acquire temperature i experience sudden intense cravings urinate the discomfort virtually always frequently gets worse night my pee nearly always smells bad,18
ive intense aches chest head pain refuses go away ive feeling dizzy unsteady,13
because vomiting diarrhea ive lot difficulties staying hydrated i high fever well constipation headache,2
i overweight noticed legs swollen blood vessels visible my legs swollen i see stream swollen veins calves,1
im feeling fatigued energy i barely keep eyes open day ive feeling lethargic unable motivate,3
ive exhausted chilly i cant stop coughing when i pains chest makes heart race my coughing mucous disgusting brownish hue,8
i breathing problems especially im outside im suddenly flushed perspiring i experience yeast infections urinary tract infections rather regularly,23
i suffering extreme fever weakness i developed sores face the sores itchy uncomfortable often yellow colored ooze comes sores,4
both appetite ongoing hunger fierce there times stomach hurts cramps following meal i painful gas bloating,22
my coordination ive experiencing headache chest pain dizziness additionally ive trouble concentrating focusing,13
when i temperature i feel pretty nauseous lightheaded my heart pounding mind absolutely foggy everything feels little hazy im difficulties thinking clearly,21
ive acquired skin rashes blistering sores the blistering sores fluidfilled elevated lesions unpleasant touch im also running high fever,4
i noticed sudden peeling skin different parts body mainly arms legs back also i face severe joint pain skin rashes,0
i energy lost appetite im feeling really sick dont know whats wrong,3
my skin rash extended areas body including chest belly it irritating unpleasant frequently worst night im also experiencing skin flaking,0
recently ive lot difficulty using restroom my bowel movements extremely uncomfortable difficult my anus quite inflamed stool extremely bloody,9
along headache chest pain instability balance issues ive also feeling dizzy i also think im problems focusing,13
i vomiting frequently lost appetite result my joints back pain time,5
ive rash wont go away bothersome itching skin in addition ive seen colordifferent areas bumps resemble knots lumps skin,6
intense scratching chills nausea high temperature plaguing i also headache perspiring lot ive terrible nausea soreness muscles,17
even i dont anything acidic stomach i constantly sour taste mouth i frequently lump throat hiccups,20
ive high temperature vomiting chills intense itching i also headache perspiring lot ive really uncomfortable lately nausea muscle ache,17
i woke morning find really nasty rash skin there ton blackheads pimples filled pus my skin also really scurrying,11
recently ive feeling terrible my fever roof ive persistent cough breathing problems ive coughing lot phlegm also feeling quite weary dealing symptoms quite difficult,12
i strong appetite constantly hungry my stomach occasionally aches cramps i really painful gas bloating eating,22
my throat often feels like burning especially eating a bitter sour aftertaste i occasionally experience also makes feel unwell,20
ive experiencing bowel movements constipated diarrhoeic i often lack eat energy,22
the chills shivering i experiencing accompanied feeling coldness high fever i also developed rashes arms red spots neck,5
recently ive felt quite weak exhausted ive also cough simply wont go away my fever really high challenging catch breath ive making lot mucous i cough,12
i developed rashes body i also experiencing high fever along chills headache my joints back hurt strange pain back eyes,5
my skin swollen itchy they may occasionally flake it hurts lot cheeks lips swell i occasionally get headaches watery eyes puffing,19
i really high fever i problems breathing my heart racing quite quickly im perspiring lot i feel chilly exhausted im also cough brownish phlegm,8
ive experiencing intense itching skin driving crazy i also rash thats red inflamed,3
my lower abdomen aches feels like may explode i urinate since i began experiencing new symptoms body temperature consistently low thats ive weak,18
constipation made quite difficult use restroom my stool bloody i go hurts in addition anus quite itchy inflamed ive experiencing butt soreness,9
i hace difficulty breething shortness breath i cough uncontrollably get itchy eyes swelling face body parts,19
i always get tickle throat feel fatigued my skin begun feel dry well i ocular edema occasion,19
back pain persistent cough numbness arms legs bothering ive trouble staying balanced experiencing dizziness neck hurts,15
doctor due high fever i havent able breathe via nose mouth days feelinf tired please recommend medications,12
i dry cough never stops i palpitations infections dont appear getting better sometimes throat hurts seems get better,23
i regularly trouble swallowing i sometimes feel like food becoming trapped throat i frequently feel bloated belch every time i bad aftertaste,22
ive really bad rash skin lately its full pusfilled pimples blackheads my skin also scurring lot,11
my fever roof im weak tired ive coughing lot mucous managing symptoms really hard everything making upset,12
blood pee i low body temperature i practically continual headaches often strong uncontrollable need urinate in addition ive started lower back pain,18
i use restroom frequently yet drops pee usually produced my stomach aches lot i cant seem control desire urinate,18
ive constipation bowel motions hurt recently when i go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,9
i experiencing intense itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i abdominal pain well,16
along recurrent headaches blurred vision i suffer acid reflux trouble digesting food,14
ive noticed difference monthly cycle unexpected vaginal discharge i become irritable every moods swing lot,21
ive lost lot weight last week i couldnt eat much due nausea vomiting this followed high fever headache stomach pain,2
i getting headache past week growing worse it accompanied stomach pains constipation diarrhea i dont know happening i really worried,2
i trouble focusing emotions fluctuate my brain might seem murky foggy times making difficult complete even straightforward chores,23
i trouble breathing get short breath i dry hacking cough itchy eyes swelling face body,19
ive tendency itching skin frequently turns rash there also strange patches skin different tone rest skin i regularly get little lumps mimic nodules,6
ive feeling really drained cold i cant stop coughing it hurts chest i heart feels like racing the mucus im coughing gross brownish color,8
my pee smells strongly cloudy appearance ive high temperatures regular urge urinate night since symptoms first materialised,18
i asthma like symptoms like wheezing difficulty breathing i often get fever headaches i feel tired time,19
my appetite chronic hunger ferocious my stomach may occasionally ache spasm i gas bloating eating really painful,22
my symptoms include headache chest pain dizziness lack balance trouble concentrating,13
ive trouble going restroom recently when i try go really uncomfortable anus hurts lot ive also blood stool anus really uncomfortable,9
i lost appetite completely cant seem eat anything i feel like vomiting feel exhausted i noticed rashes skin really concerning,3
mom dad ive feeling really tired weak lately ive cough wont go away its hard catch breath fever really high when i cough ive producing lot mucus,12
there strange pain stomach area i dont know reason behind moreover i starting get mild fever along chills headaches,2
along chronic cough limb weakness ive dealing excruciating back discomfort ive experiencing neck pain well vertigo instability,15
i sneeze lot sore throat my lips skin surrounding eyes occasionally swell once i start i cant stop sneezing,19
i high fever red spots rashes body i feel exhausted completely lost appetite made weak lethargic i really worried,3
ive high fever chills intense itching in addition i headache perspiring lot ive lot agony muscle ache nausea,17
i developed red spots arms legs itchy inflamed i feeling nauseaus constant urge vomit this accomapanied mild fever,5
i experiencing severe fever accompanied pain behind eyes headache i feel tired exhasuted i work,5
i rashes back chest entire body itches my skin may dry flaky times frequently leaves body marks,21
ive feeling really cold tired lately ive coughing lot chest pain my heart beating really fast i cough phlegm kind rusty color,8
there distinct pain abdominal part i sure i also going constant vomiting feel nauseous,2
i high fever there red sores developing near nose the sores painful yellow rustcolored ooze coming,4
i suffering itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i also experiencing abdominal pain,16
over last week rash face gotten severe painful sores begun discharge yellow colored fluid its becoming increasingly painful day,4
i inadvertently lose weight hard time gaining back i use antacids get rid pain discomfort i experience it aches much mouth,22
im coughing nonstop really chilly my mucus production excessive sinuses fully clogged i cant smell anything chest hurts my muscles quite painful well,7
along intense scratching chills nausea high fever ive also feeling really unwell along headache excessive sweating my muscles hurt lot i feel queasy,17
i suffering mild fever headache there small sores near nose rashes neck i going tough time right,4
hey ive got dry cough trouble breathing high fever im producing lot mucus feeling quite weak exhausted,12
my skin peeling especially knees elbows scalp this peeling often accompanied burning stinging sensation,0
i constipation belly pain really uncomfortable the pain getting worse really affecting daily life,2
i suddenly experienced headache chest pain dizziness middle conference since challenging concentrate focus topic,13
i sore throat i sneezing time sometimes i swelling face like lips near eyes i cant stop sneezing i start sneezing,19
im losing hair hairs texture considerably altered my dandruff becoming worse dry itchy scalp my skin getting quite dry well,21
ive lot respiratory issues lately along chills exhaustion cough high temperature ive sweating profusely generally feeling ill weak my chest aches heart racing rapidly,8
along headache chest pain i also experienced fainting balance issues additionally ive discovered hard focus,13
particularly crevices skin i skin rashes irritations my skin bruises cuts take heal well,23
all body ive scratching much skin become red developed pimples additionally i occasionally get nodules resemble little pimples well strange patches different hue rest skin,6
doctor due high fever i havent able breathe via nose mouth days feeling tiredsometimes mucus seen tooplease recommend medications,12
ive irritated depressed lately ive also noticed change vision,14
i respiratory issues experience breathlessness my face torso swollen eyes itching i dry hacking cough,19
i currently dealing number health issues including dry cough difficulty breathing high fever increased mucus production i also feeling weak tired,12
must confess ive experiencing shortness breath persistent cough high fever ive also producing lot thick mucoid sputum im feeling quite drained exhausted its rather tough deal im feeling quite sick moment,12
i blurry vision seems getting worse im continuously fatigued worn i also occasionally acute lightheadedness vertigo,23
i abdominal pain gets worse i bend lie i feel discomfort i eat certain foods spicy acidic food sometimes i get loose stools,22
i suffering back pain chronic cough weakness arms legs my neck hurts i feeling dizzy balance,15
ive experiencing difficulty breathing chronic cough weariness ive producing lot thick mucoid sputum also running high temperature due cope im simply feeling extremely worn exhausted,12
my burping belching frequent i frequently get chest discomfort spreads back neck jaw arm i pressure tension chest,20
a nasty rash appeared skin blackheads pimples packed pus everywhere additionally skin extremely sensitive,11
i feeling fine day suddenly developed headache chest pain dizziness walk its hard focus concentrate since,13
this morning i woke i discovered i extremely bad rash body there several pusfilled pimples blackheads around my skin also moving around lot,11
ive experiencing stiffness weakness neck muscles recently since joints grown hard walk without getting stiff additionally walking extremely uncomfortable,10
i experinenced significant weight gain become obese i changes appetite cravings different foods,21
my muscles quite weak neck stiff my joints swollen creating troublesome behalf steer concerning feeling stiff walking conjointly uncomfortable,10
i experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance these symptoms affecting daily life causing discomfort,14
i unintended weight loss difficulty gaining weight i pain discomfort relieved taking antacids my mouth tastes bad,22
im lot trouble bowel movements lately its hard go hurts i my anus really sore bleeding i go its really painful im really uncomfortable,9
my legs swelling become worse last couple days i see blood vessels protruding skin this quite unusual,1
especially eating throat regularly feels like burning i also occasionally get bitter sour aftertaste makes feel sick,20
a nasty rash appeared skin blackheads pimples packed pus everywhere additionally skin extremely sensitive,11
i experiencing acidity indigestion headaches blurred distorted vision well excessive hunger stiff neck depression irritability visual disturbance these symptoms affecting daily life causing discomfort,14
i high temperature vomiting chills severe itching in addition ive perspiring lot headache ive also bothered nausea muscle ache,17
i high fever severe itching chills vomiting in addition ive perspiring lot headache ive also bothered nausea muscle ache,17
it feels like food acid backing throat my chest discomfort becomes worse im lying after eating i frequently heartburn indigestion throw,20
i experiencing extreme fatigue high fever there rashes near nose mouth the rash itchy makes difficult sleep,4
i cant quit sneezing nose running im also constantly chilly exhausted ive coughing lot my fever also really high well usual,7
ive back pain cough wont go away limb weakness ive experiencing neck pain instability balance concerns,15
strong itchiness chills nausea high temperature plaguing along headache im also perspiring lot ive also bothered nausea muscle ache,17
ive terrible cough cold days my face tired sinuses blocked in addition chest hurts phlegm ive coughing i cant smell muscles terrible pain,7
i struggling back pain persistent cough weakness muscles my neck hurts i problems dizziness loss balance,15
my entire body itches i rashes back chest sometimes skin might dry flaky often results body stains,21
my throat feels though food acid backing lying makes chest pain i regularly heartburn indigestion eating puke,20
ive coughing nonstop days i also respiratory issues my fever roof im weak worn all symptoms really challenging control,12
im feeling really tired weak lately ive cough wont go away my breathing become shallow fever really high when i cough ive producing lot thick mucoid sputum,12
i often sneeze runny nose my eyes scratchy frequently runny i frequently cough my head hurts constantly,19
along headaches indigestion acid reflux excessive appetite sore neck sadness impatience visual disturbance i also feeling blurred distorted vision,14
i woke morning headache chest pain day gone ive also feeling dizzy unsteady feet,13
i experiencing many cramps last couple days i think something right i believe small bruise calves i sure,1
i severe itching vomiting i also tired lost weight my fever high skin turned yellow my urine dark i experiencing abdominal pain,16
ive feeling really weak cold lately cough wont go away it hurts chest i cough heart pounding the mucus im bringing rusty brown color,8
my muscles quite weak neck really stiff my joints swollen ive experiencing lot stiffness i move around walking also excruciatingly uncomfortable,10
i struggle maintain focus mental clarity really poor i trouble remembering things frequently forget stuff,21
i hair loss significant change texture hair i dry itchy sclap increased dandruff my skin also getting dry,21
my urine frequently black red really strange odour i experiencing temperature changes regularly usually prevents sleeping night,18
i suffering back pain dry cough lack strength muscles my neck sore i feeling dizzy unsteady feet,15
i developed skin rash face neck the rash made red sores blistering i worried health,4
ive persistent stomach pain past week healing even medication i feel like vomiting cant eat anything i become extremely weak,2
i headaches migraines difficulty sleeping i muscle twitching tremors sometimes i get lightheaded,21
my skin silvery layer especially back arms this dusting made small scales peel readily rubbed also rashes body,0
i often wake sore throat scratchy voice my throat hurts constantly i also poor breath i also frequently burp,20
i noticed sores face healing slowly likely become infected my cheek sores large painful touch extremely difficult handle i cant seem get rid sores,4
ive coughing lot feeling chilly shivery my nose quite clogged i experiencing facial pressure i also lot phlegm coughing pains chest i cant smell anything muscles aching,7
i developed rashes body itchy i lost appetite feel tired day i feel something wrong body,5
im sweating profusely finding difficult catch breath i feel quite ill throat mucous my heart pounding chest aches im coughing thick mucous resembles rust,8
ive really weary ill ive suffering severe cough sore throat ive got lot chills pretty high temperature i simply feel tired run,7
yesterday i noticed enormous rash skin there lot pusfilled pimples blackheads face skin scurrying lot,11
sometimes skin starts flake rashes im prone becoming sick result on occasion hands begin quiver i begin tremble,21
ive struggling fatigue constant cough thats making difficult breathe my fever high ive coughing lot thick mucoid sputum,12
ive feeling really weak muscles neck really stiff my joints swelling hard move around without feeling stiff walking really painful,10
i noticed cramps calves becoming frequent intense it causing lot discomforts i also overweight legs started swell,1
my skin prone infections due dry flaky patches i experiencing strong pain joints the skin knees elbows starting peel,0
my skin occasionally peels rashes i this makes vulnerable infections my hands begin shake occasionally i tremors,21
my bowel motions really difficult recently going difficult aches i when i go anus bleeds really uncomfortable im lot discomfort hurts extremely bad,9
for days ive nasty cough cold my sinuses clogged i facial pressure ive also creating phlegm coughing pains chest i cant smell anything muscles aching,7
i high fever severe headache i cant seem eat anything feel like vomiting there also red spots developing arms i really worried,3
i suffering back pain productive cough weakness limbs my neck sore i issues dizziness balance,15
i high fever every night developed sores face particularly near nose i noticed sores taking longer heal prone infection,4
along phlegmy cough muscle weakness ive dealing excruciating back pain in addition feeling woozy shaky feet neck hurting,15
both chest pain extreme nausea present recently chest hurting i frequently shiver lot really anxious,21
i high fever chills severe itching in addition i headache perspiring lot ive feeling awful nausea muscle ache,17
recently ive scratching lot skin covered rashy places in addition spots skin doesnt appear usual shade ive experienced lumps quite painful,6
together increased hunger sore neck anxiety irritation visual distortion ive also experiencing acid reflux indigestion frequent headaches impaired eyesight,14
my joints back pain everyday i feel like vomitting made weak because body pain i able focus work ’ feel like anything,5
i dont feel like eating swallowing challenging even eating little meals i frequently get lingering sense fullness typically i heartburn nausea tingling throat,20
lately ive really constipated really painful i go bathroom ive also noticed blood stool anus really irritated,9
i suffering itching vomiting fatigue i also lost weight high fever my skin turned yellow urine dark i also experiencing abdominal pain,16
the muscle pain i experiencing severe feels like constant ache there red spots body itching causing lot discomfort,5
i frequently exhaustion terrible taste mouth throat itchiness my muscles also burning uncomfortable sometimes i cramps throughout body,19
i developed skin rashes made blistering sores the blistering sores raised fluidfilled lesions painful touch i also suffering high fever,4
ive high fever past days starting worry i dont know whats causing also i red spots arms legs swollen,3
along distorted eyesight excessive appetite painful neck melancholy irritability regular headaches i also experiencing acid reflux indigestion regular headaches,14
ive coughing lot recently chest pain feeling incredibly chilly exhausted additionally heart thumping rapidly phlegm i cough reddish hue,8
i trouble vision seeing things distorted experiencing visual disturbances,14
i unknowingly lose weight find difficult gain weight to relieve pain discomfort i feel i take antacids my mouth hurts much,22
my skin developed terrible rash inherited it lot blackheads pusfilled pimples furthermore skin exceedingly sensitive,11
i heartburn indigestion i regularly vomit everything i eat food gets stuck throat making difficult swallow i pain upper abdomen,20
regularly indigestion heartburn especially eating spicy fatty foods my chest pain worse i hunch lie additionally chest hurts lot,20
i persistant gnawing hunger apetite sometimes i get abdominal cramps spasms there bloating gas eating causes great deal uneasiness,22
my skin developed rashes mainly near nose the rash spreading parts body i really worried,4
my nails starting small pits i worried dont know causing also joints pain rashes arms back,0
ive experiencing back pain persistent cough numbness arms legs ive trouble staying balanced managing vertigo neck hurts,15
my neck really stiff ive terrible muscle weakness due swelling joints challenging move walking quite unpleasant,10
my wound recovering slowly both hands feet tingling going numb i feel weak,23
my veins legs become visible swollen normal they visible skin hurts i move,1
along high fever ive chills vomiting severe itching besides headache im also perspiring lot ive terrible nausea muscle ache,17
my skin simply nonheritable nasty rash its packed pusfilled pimples blackheads my skin sensitive moreover,11
my arms legs weak i suffering back pain persistent cough in addition experiencing neck pain balance issues i also suffer dizziness,15
ive started getting sores face nose i idea causing my cheek sores large irritating touch i burning feeling skin redness,4
i experienced difficulty sleeping due itching discomfort caused rash there small dents nails really concerning,0
doctor i red rashes keep popping skin continuously itching in addition ive observed odd colordifferent spots skin well little nodules skin appear expanding,6
i feeling extremely tired weak ive also coughing lot difficulty breathing my fever high im producing lot mucus i cough,12
ive quite exhausted ill my throat quite painful ive fairly nasty cough ive got lot chills pretty high temperature just feeling extremely run weak,7
i energy lost appetite i high fever severe headache dont know whats wrong,3
ive felt really scratchy nauseated worn i also high fever lost weight both skin urine become yellow ive also experiencing stomach pain,16
the rashes skin healing moreover i noticed sudden peeling skin especially skin elbows knees i really worried,0
hello mom father recently ive felt incredibly worn cough wont go away my fever really high breathing become shallow additionally ive coughing lot mucous thick sputum,12
i mood changes difficulty concentrating my mind feels hazy foggy times gets difficult even regular chores,23
ive itchy throwing along losing weight im also really exhausted my skin turned yellow fever high my stomach also hurting recently,16
my skin developed horrible rash there blackheads pusfilled pimples everywhere furthermore skin exceedingly sensitive,11
both water intake frequency urination increased my mouth throat regularly feel dry my appetite hunger increased recently,23
for days ive suffering headache chest pain today dizziness lack balance got considerably worse,13
i feel fatigued time tingling sensation throat i also developed flaky skin sometimes i get puffy eyes sometimes puffs,19
im feeling really nauseous uneasy im sure might ive seen rashes arms legs i lost appetite feel exhausted every day,3
i always feel worn unpleasant taste mouth really itchy throat my muscles also hot hurting sometimes whole body cramps,19
i feeling fine day suddenly developed headache chest pain dizziness run its hard maintain balance since,13
recently muscles felt quite weak neck really tight i swollen joints find difficult move without becoming stiff it also really uncomfortable walk,10
i terrible mental clarity find difficult stay focused i regularly forget things problems remembering things,21
im lot trouble going bathroom really painful i my stool bloody ive pain butt my anus really itchy irritated,9
ive intense itching body accompanied chills vomiting my fever really high ive sweating excessively i also headache feel nauseous my muscles really painful,17
along eyesight problems increased appetite sore neck melancholy irritability regular headaches i also experiencing acid reflux indigestion frequent dizziness my regular activities made tough symptoms causing great deal distress,14
i experiencing severe joint pain makes difficult move perform daily activities also i lost apetite i feel weak,5
for past weeks ive skin rash arms legs chest its red irritating dry scaly spots i strange pain joints,0
ive terribly constipated lately i go bathroom hurts lot aside anus really itchy ive observed blood stool,9
my shivers shivering accompanied sensation coldness high fever rashes arms red patches neck also appeared,5
i feel tired time i lost taste really sore throat i also get feverish often muscle aches sometimes whole body cramps,19
i cant stop coughing im freezing my sinuses completely blocked im inundated mucous my chest hurts im unable smell anything my muscles also really achy,7
ive experiencing intense itching nausea i lost weight also really exhausted my skin become yellow i severe fever i dark urine ive stomach pain,16
there red bumpy areas skin ive scratching nonstop additionally i bumps resemble little lumps spots different shade skin rest body,6
i experiencing severe back pain cough comes goes weakness limbs my neck also hurts i feeling dizzy balance,15
ive experiencing chills fever extreme stomach discomfort ive generally unhappy i cant seem get rid symptoms,2
along intense scratching chills nausea high fever ive also feeling really unwell i headache also perspiring lot ive uncomfortable nausea muscle ache,17
ive lost lot stuff bloody stools including iron bloos because i anaemia usually feel fairly weak,22
my legs causing lot discomforts i exercise they feel heavy swollen veins prominent painful i feel fatigued time,1
ive really itchy lately rashy spots skin there also areas look different shade rest skin ive bumps kind hard,6
recently ive problems using restroom going incredibly difficult hurts in addition ive experiencing butt soreness stools bloody my anus also quite itching aggravated,9
im severe stomach pain constipation every night i get headache chills the last days really painful,2
i occasionally trouble swallowing food tingling throat terrible breath bad taste mouth,20
i headaches migraines i difficulties sleeping ive shaking shivering sometimes i become lightheaded,21
on occasion throughout day night i burning upper abdomen i frequently get extreme nauseous episodes heartburn indigestion,22
ive experiencing severe body itchiness along chills nausea ive perspiring lot extremely high fever i feel sick stomach headache my muscles hurting lot,17
bending reclining makes stomach feel i pain eating foods hot acidic food i occasionally get loose stools result,22
